#xf 	dNpro/dxf 	dNlambda/dxf
0.05	2.61224489796	0.316326530612
0.15	2.07142857143	0.255102040816
0.25	1.9693877551	0.255102040816
0.35	1.30612244898	0.244897959184
0.45	0.969387755102	0.0918367346939
0.55	0.602040816327	0.132653061224
0.65	0.408163265306	0.0510204081633
0.75	0.377551020408	0.0204081632653
0.85	0.408163265306	0.0204081632653
0.95	1.73469387755	0.0
